Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
AXL,American Axle & Mfg Hldgs,Consumer Cyclical,Auto Parts,1673.7901,2835.4901,7.5983,5.0348,0.4263,7.3800,7.4167,6.1166,0.3952,None,-0.315392,0.056448
AXLL,Axiall,Basic Materials,Chemicals,1369.9597,2588.8597,24.2625,7.6593,0.3694,0.8268,18.6232,8.1049,0.4903,1.3073,0.096812,0.032703
AXON,Axovant Sciences,Healthcare,Biotechnology,1744.0485,1423.8375,None,None,None,5.5848,None,None,None,None,None,None
AYR,Aircastle,Industrials,Rental & Leasing Services,1665.1556,5511.3346,15.7165,7.6064,2.0842,0.9459,14.2975,7.1208,1.7304,0.7434,0.055643,0.015127
AZPN,Aspen Technology,Technology,Software - Application,3557.9566,3376.4606,28.1980,15.1004,7.5906,None,None,None,9.0136,None,0.224641,0.105509
AZZ,AZZ,Industrials,Diversified Industrials,1496.3157,1836.2917,19.1769,10.3786,1.6387,3.3429,18.1209,9.4453,1.5671,2.8242,0.164462,0.074091
B,Barnes Group,Industrials,Diversified Industrials,2090.6453,2147.8723,15.6966,7.5412,1.7209,1.7999,17.9184,10.2019,1.5672,1.7552,0.102058,0.053717
BABY,Natus Medical,Healthcare,Medical Devices,1574.4651,1492.2641,31.3684,18.7470,4.1553,4.1350,None,None,1.9330,1.6539,0.057245,0.045937
BANC,Banc of California,Financial Services,Banks - Regional - US,555.4216,1458.0876,12.7462,None,1.3083,1.2267,None,None,1.3482,0.9526,0.03082,0.003758
BANF,BancFirst,Financial Services,Banks - Regional - US,990.4286,-634.0514,15.1011,None,3.4884,1.5330,14.4839,None,3.1345,1.4243,0.101418,0.009075
BANR,Banner,Financial Services,Banks - Regional - US,1781.9026,1836.3646,18.3043,None,5.8157,2.6548,None,None,None,None,0.091551,0.010838
BAS,Basic Energy Services,Energy,Oil & Gas Equipment & Services,161.4999,994.7899,None,36.6932,0.1988,1.0115,None,6.0937,0.4357,1.6387,-0.041745,-0.010506
BBCN,BBCN Bancorp,Financial Services,Banks - Regional - US,1451.8514,1746.4494,15.5717,11.6812,4.6620,1.5619,None,None,3.5680,1.2977,0.103534,0.012851
BBG,Bill Barrett,Energy,Oil & Gas E&P,289.2684,980.3494,None,3.9485,0.9814,0.5095,None,5.5438,1.6487,0.9948,-0.00072,-0.000323
BBOX,Black Box,Technology,Communication Equipment,174.2837,305.2847,None,None,None,0.8445,None,None,0.4094,0.8984,0.039798,0.019495
BBRG,Bravo Brio Restaurant,Consumer Cyclical,Restaurants,160.8943,212.0153,15.7910,5.7723,0.3785,2.6057,21.1692,9.2934,0.7525,3.2576,0.145948,0.052297
BBSI,Barrett Business Services,Industrials,Staffing & Outsourcing Services,299.8954,312.8304,12.0521,7.1849,0.0746,5.9392,None,None,0.6125,5.2384,0.15484,0.05723
BBW,Build-A-Bear Workshop,Consumer Cyclical,Specialty Retail,203.6705,165.0125,12.8582,5.0267,0.5401,2.1603,None,None,0.3270,1.3390,-0.018981,-0.009852
BBX,BBX Capital,Real Estate,Real Estate Services,287.2264,256.5014,None,None,None,0.8988,None,None,None,None,0.103774,0.011332
BCC,Boise Cascade,Basic Materials,Lumber & Wood Production,1212.4829,1350.9579,20.6821,7.9938,0.3387,2.2580,None,None,None,None,None,None
BCEI,Bonanza Creek Energy,Energy,Oil & Gas E&P,377.2073,1227.5803,None,4.4532,0.9716,0.4839,None,None,None,None,None,None
BCO,Brink's,Industrials,Security & Protection Services,1561.8981,1877.3981,22.1107,6.4626,0.5167,4.2792,None,5.3579,0.3595,2.5736,0.108574,0.021711
BCOR,Blucora,Technology,Internet Content & Information,411.5607,337.2677,11.0939,4.9701,0.8827,0.7682,None,8.0058,1.5582,1.2606,0.052368,0.029677
BCOV,Brightcove,Technology,Software - Application,210.4032,187.3192,None,27.7304,1.5754,2.7224,None,None,None,None,None,None
BCPC,Balchem,Basic Materials,Chemicals,2052.6996,2283.7386,26.7984,None,3.6754,4.4886,32.0125,16.4051,4.0336,4.6884,0.157342,0.13738
BCRX,Biocryst Pharmaceuticals,Healthcare,Biotechnology,753.1700,712.8430,None,-17.8211,14.6966,11.7600,None,None,8.8976,None,-0.986364,-0.545909
BDBD,Boulder Brands,Consumer Defensive,Packaged Foods,621.7097,887.4947,46.4055,13.1556,1.2159,2.5873,None,None,1.3905,2.1330,0.016034,0.007996
BDC,Belden,Technology,Electronic Components,2561.3877,4236.0737,12.6205,9.6825,1.0831,3.3129,16.2743,13.7681,1.1746,2.8407,0.165281,0.064661
BDE,Black Diamond,Consumer Cyclical,Leisure,150.8234,135.0464,62.7558,-325.4131,0.8950,0.7635,None,None,1.4712,1.1504,0.015954,0.012907
BDGE,Bridge Bancorp,Financial Services,Banks - Regional - US,552.4794,653.6574,17.2717,None,5.0043,1.6228,15.2239,None,3.2561,1.6734,0.111882,0.008441
BDSI,BioDelivery Sciences,Healthcare,Biotechnology,321.2583,296.5103,None,None,4.6751,16.3075,None,None,13.2824,8.3216,-1.296652,-0.619841
BEAT,BioTelemetry,Healthcare,Diagnostics & Research,341.3015,349.3425,30.9136,10.9340,1.9256,4.7767,None,None,1.0860,1.0596,-0.144138,-0.110264
BEBE,bebe stores,Consumer Cyclical,Apparel Stores,33.5942,-8.4018,None,0.3761,0.0889,0.2504,None,None,0.9311,1.4581,-0.16127,-0.120257
BECN,Beacon Roofing Supply,Basic Materials,Building Materials,1907.5262,2141.2302,22.7041,8.8227,0.4904,2.2377,24.9028,11.8884,0.6416,2.0327,0.094612,0.047042
BEE,Strategic Hotels,Real Estate,REIT - Hotel & Motel,3980.2927,5616.2627,15.5055,16.8858,2.8614,2.3952,None,None,2.2135,2.7514,-0.037444,-0.00718
BEL,Belmond,Consumer Cyclical,Lodging,1208.3768,1634.0478,67.0000,13.6284,2.1406,1.7746,None,22.7922,2.0504,1.5924,-0.036344,-0.01761
BELFB,Bel Fuse,Technology,Electronic Components,227.6667,349.0937,None,None,None,0.9807,21.0667,8.3380,0.6940,1.0160,0.046229,0.021767
BERY,Berry Plastics Group,Consumer Cyclical,Packaging & Containers,4372.4280,7829.4280,16.2756,7.3603,0.6487,None,None,None,None,None,None,None
BETR,Amplify Snack Brands,Consumer Defensive,Packaged Foods,903.7500,1101.9660,None,None,None,87.3948,None,None,None,None,None,None
BFAM,Bright Horizons Family,Consumer Cyclical,Personal Services,3962.7786,4884.5726,38.0031,17.8773,2.7243,5.5437,None,None,None,None,None,None
BFIN,BankFinancial,Financial Services,Savings & Cooperative Banks,265.2959,221.8739,29.4091,None,5.0217,1.2451,None,None,3.0723,0.9918,-0.020077,-0.003224
BFS,Saul Centers,Real Estate,REIT - Retail,1164.0920,2253.5020,18.7406,16.0351,5.6558,9.7767,44.7054,15.5782,4.7704,10.2865,0.41842,0.029038
BGC,General Cable,Industrials,Industrial Distribution,741.6294,1777.5294,13.6667,10.2807,0.1712,2.5234,None,None,0.2445,1.2319,-0.025274,-0.006639
BGCP,BGC Partners,Financial Services,Capital Markets,2183.3407,2977.7757,11.7568,6.6766,0.8217,4.1369,39.3412,6.9984,1.0085,3.2067,0.083991,0.012721
BGFV,Big 5 Sporting Goods,Consumer Cyclical,Specialty Retail,207.6156,267.0426,13.4233,4.8159,0.2042,1.0535,15.3111,6.5137,0.2839,1.4569,0.097801,0.03944
BGG,Briggs & Stratton,Industrials,Diversified Industrials,823.9118,1033.3268,14.5547,6.7737,0.4316,1.5454,None,10.0086,0.4812,1.4433,0.040159,0.016886
BGS,B&G Foods,Consumer Defensive,Packaged Foods,2137.0212,3069.9442,24.1705,15.1752,2.3663,4.5790,25.9759,14.2370,2.0507,4.5354,0.18174,0.043151
BH,Biglari Holdings,Consumer Cyclical,Restaurants,776.4592,920.7212,None,None,None,1.5920,None,None,None,1.4944,None,None
BHB,Bar Harbor Bankshares,Financial Services,Banks - Regional - US,209.8420,593.1120,None,None,None,1.3616,11.1004,None,3.0818,1.1369,0.100782,0.00982
BHBK,Blue Hills Bancorp,Financial Services,Banks - Regional - US,437.4981,576.5181,79.3000,None,None,1.0733,None,None,None,None,None,None
BHE,Benchmark Electronics,Technology,Contract Manufacturers,1067.2147,605.1207,13.3671,3.8082,0.4200,0.8220,15.2638,5.6856,0.4461,0.9127,0.060802,0.04625
BHLB,Berkshire Hills Bancorp,Financial Services,Savings & Cooperative Banks,935.6685,2143.7085,14.4962,None,3.4136,1.0614,18.2338,None,2.8085,0.9159,0.04909,0.005965
BID,Sothebys,Consumer Cyclical,Specialty Retail,1883.9208,2485.5918,14.6823,8.1189,1.9865,2.3933,20.4734,11.4162,3.1389,2.9564,0.139723,0.051739
BIG,Big Lots,Consumer Defensive,Discount Stores,2278.5996,2444.4366,15.5467,6.5665,0.4377,3.5574,13.7075,6.0656,0.4836,2.8869,0.230154,0.094362
BIOS,BioScrip,Healthcare,Medical Care,136.1202,555.5932,None,32.6499,0.1348,None,None,None,0.5556,1.6494,-0.248572,-0.091562
BJRI,BJ's Restaurants,Consumer Cyclical,Restaurants,1125.6240,1166.5520,27.9492,9.8391,1.2228,3.3740,41.9346,13.0267,1.5315,3.3173,0.087484,0.058128
BKE,Buckle,Consumer Cyclical,Apparel Stores,1504.4920,1354.8810,9.7179,4.9322,1.3239,3.5941,13.7677,7.1748,1.9581,5.7032,0.415097,0.293532
BKH,Black Hills,Utilities,Utilities - Diversified,1918.2687,3565.1247,14.2567,8.1396,1.2646,1.4903,20.0669,9.0300,1.4627,1.4700,0.07887,0.024367
BKMU,Bank Mutual,Financial Services,Savings & Cooperative Banks,342.0585,670.9995,24.2581,None,3.7630,1.2312,None,None,2.8872,0.9656,0.032385,0.003549
BKS,Barnes & Noble,Consumer Cyclical,Specialty Retail,986.0987,948.9047,21.3719,4.1879,0.2349,0.7368,None,4.0119,0.0922,0.8144,-0.070788,-0.013312
BLBD,Blue Bird,Consumer Cyclical,Auto Manufacturers,218.0640,456.1680,None,None,None,None,None,None,None,None,None,None
BLCM,Bellicum Pharmaceuticals,Healthcare,Biotechnology,603.9601,490.7291,None,None,447.3778,3.6360,None,None,None,None,None,None
BLDR,Builders FirstSource,Basic Materials,Building Materials,1495.8734,3421.8714,38.5634,19.1519,0.3096,9.6187,None,None,0.4435,12.0702,-0.52989,-0.11187
BLKB,Blackbaud,Technology,Software - Application,2865.5961,3089.7091,51.6353,21.3098,4.4545,14.0492,56.1871,20.9908,3.3687,9.6594,0.180453,0.042505
BLMN,Bloomin Brands,Consumer Cyclical,Restaurants,2069.1325,3337.6945,13.6414,7.2133,0.4721,5.0431,None,None,None,None,None,None
BLMT,BSB Bancorp,Financial Services,Banks - Regional - US,204.0256,481.9266,None,None,None,1.4211,None,None,None,None,0.016038,0.002164
BLOX,Infoblox,Technology,Communication Equipment,927.3315,596.4955,None,41.2800,2.5041,3.3703,None,None,None,None,None,None
BLT,Blount International,Industrials,Tools & Accessories,246.0837,613.1027,8.4298,6.0763,0.2968,2.0520,17.3055,9.6574,0.7721,5.4227,0.3891,0.044459
BLX,Banco Latinoamericano,Financial Services,Banks - Regional - Latin America,1113.7312,3882.5202,10.5461,None,6.2923,1.1580,10.9831,None,6.6854,1.0611,0.107489,0.01376
BMI,Badger Meter,Technology,Scientific & Technical Instruments,877.6011,940.9061,31.9609,15.4348,2.3589,3.8252,26.1173,13.8408,2.1267,3.6874,0.139852,0.088487
BMRC,Bank of Marin,Financial Services,Banks - Regional - US,332.5833,317.6113,18.1957,None,4.3639,1.5691,14.0788,None,3.2217,1.4476,0.112173,0.011505
BMTC,Bryn Mawr Bank,Financial Services,Banks - Regional - US,512.1423,702.6243,16.0809,None,3.2935,1.3911,15.0355,None,2.8306,1.4890,0.109093,0.011526
BNCL,Beneficial Bancorp,Financial Services,Banks - Regional - US,1147.5394,1067.9314,47.7241,None,8.1587,1.0322,None,None,4.4268,1.1494,0.022062,0.002925
BNCN,BNC Bancorp,Financial Services,Banks - Regional - US,973.9184,1170.4814,17.1919,None,4.6767,1.8640,18.6902,None,1.8898,1.0444,0.072298,0.005123
BNED,Barnes & Noble Education,Consumer Cyclical,Specialty Retail,719.5827,703.5537,None,None,None,1.0711,None,None,None,None,None,None
BNFT,Benefitfocus,Technology,Software - Application,1206.6791,1136.6881,None,-30.5356,6.6103,None,None,None,None,None,None,None
BNK,C1 Financial,Financial Services,Banks - Regional - US,389.9662,456.4302,25.0984,None,5.1720,1.9541,None,None,None,None,None,None
BOBE,Bob Evans Farms,Consumer Cyclical,Restaurants,908.4213,1393.4143,21.1510,8.9557,0.6754,2.8131,None,13.0213,0.7730,2.1210,0.074583,0.038879
BOFI,BofI Holding,Financial Services,Savings & Cooperative Banks,1356.6064,1821.1134,11.8881,None,4.3744,2.3669,14.9090,None,4.6537,2.3475,0.18054,0.014562
BOJA,Bojangles,Consumer Cyclical,Restaurants,635.6137,829.7577,None,None,None,4.0201,None,None,None,None,None,None
BOOT,Boot Barn Holdings,Consumer Cyclical,Apparel Stores,277.4887,533.1857,13.4758,8.8901,0.4857,1.8657,None,None,None,None,None,None
BOX,Box,Technology,Software - Infrastructure,1574.0685,1371.8295,None,-13.6672,5.3086,7.8452,None,None,None,None,None,None
BPFH,Boston Private Financial,Financial Services,Banks - Regional - US,989.6138,1565.1328,15.5249,13.1978,2.8066,1.4345,None,None,2.5650,1.4500,0.103479,0.009033
BPI,Bridgepoint Education,Consumer Defensive,Education & Training Services,358.0199,93.4449,26.9655,2.2313,0.6414,1.1628,8.9895,3.4269,1.0421,1.6896,0.215334,0.138334
BPMC,Blueprint Medicines,Healthcare,Biotechnology,547.1652,375.2562,None,None,None,3.4600,None,None,None,None,None,None
BRC,Brady,Industrials,Security & Protection Services,1328.7392,1468.7362,23.1250,11.2074,1.1655,2.3199,None,None,1.3332,1.6594,-0.00824,-0.005158
BREW,Craft Brew Alliance,Consumer Defensive,Beverages - Brewers,162.0026,176.9316,70.4167,None,0.7851,1.3831,77.4512,15.1066,1.0169,1.5757,0.023467,0.015258
BRG,Bluerock Residential,Real Estate,REIT - Diversified,221.3649,500.7669,None,None,None,1.0310,None,None,None,None,None,None
BRKL,Brookline Bancorp,Financial Services,Savings & Cooperative Banks,820.3738,1738.8218,16.8201,None,3.9645,1.2365,17.2964,None,3.4942,1.0535,0.060739,0.007817
BRKS,Brooks Automation,Technology,Semiconductor Equipment & Materials,749.5033,598.7603,49.2444,16.1827,1.4944,1.1858,9.0669,17.1578,1.3478,1.1560,0.120302,0.100884
BRS,Bristow Group,Energy,Oil & Gas Equipment & Services,1022.7465,1894.8585,14.6167,7.1558,0.5818,0.6646,18.5145,9.7978,1.3703,1.2087,0.067603,0.03656
BRSS,Global Brass & Copper,Industrials,Metal Fabrication,481.3311,770.0311,11.0792,6.5535,0.3159,9.0817,None,None,None,None,None,None
BSET,Bassett Furniture Indus,Consumer Cyclical,Home Furnishings & Fixtures,333.1559,304.2669,15.5459,None,0.7705,1.8921,None,6.9218,0.5010,0.9585,0.096001,0.063701
BSF,Bear State Financial,Financial Services,Savings & Cooperative Banks,388.3288,397.3188,None,None,None,2.1734,None,None,6.4791,2.0316,0.001269,0.000167
BSFT,BroadSoft,Technology,Software - Application,1118.2847,1036.5317,221.6571,16.3413,4.1298,4.5589,None,33.8001,4.8751,4.7732,0.041069,0.020429
BSRR,Sierra,Financial Services,Banks - Regional - US,235.1520,260.5920,14.0873,None,3.0699,1.2571,17.3689,None,2.8226,1.1165,0.055857,0.006652
BSTC,BioSpecifics Technologies,Healthcare,Biotechnology,340.6522,309.7217,35.9416,None,15.9706,8.0898,38.1093,None,13.0737,7.5314,0.225093,0.210583
BTU,Peabody Energy,Basic Materials,Coal,216.6350,6189.2350,None,12.2924,0.0384,0.1660,None,13.8709,0.7012,1.1336,-0.120973,-0.036403
BTX,BioTime,Healthcare,Biotechnology,322.6403,341.7713,None,None,None,24.7367,None,None,49.2893,11.0840,-1.43263,-0.580275
BURL,Burlington Stores,Consumer Defensive,Discount Stores,3331.7584,4655.8174,19.1030,9.4005,0.6455,None,None,None,None,None,None,None
BUSE,First Busey,Financial Services,Banks - Regional - US,625.5009,628.0199,16.5779,11.3854,3.5630,1.6834,17.7649,None,2.5284,1.3470,0.090524,0.008291
BV,Bazaarvoice,Technology,Software - Application,373.7218,327.5758,None,279.9794,1.8252,2.0134,None,None,None,None,None,None
BWINB,Baldwin & Lyons,Financial Services,Insurance - Property & Casualty,355.9906,304.1206,None,None,None,0.9061,None,None,1.3264,0.9869,0.074846,0.026727
BWLD,Buffalo Wild Wings,Consumer Cyclical,Restaurants,3012.1730,3069.1280,30.8641,11.2011,1.6438,4.6020,30.6012,11.6586,1.7742,4.6460,0.171185,0.114562
BXS,BancorpSouth,Financial Services,Banks - Regional - US,2501.0340,2547.6090,18.1193,None,3.4530,1.5206,19.9073,None,2.3226,1.1070,0.058363,0.006253
BYD,Boyd Gaming,Consumer Cyclical,Resorts & Casinos,2215.4236,5420.8036,26.5116,8.7752,1.0081,4.3773,None,None,0.3800,2.3171,-0.032862,-0.003193
BZH,Beazer Homes USA,Consumer Cyclical,Residential Construction,465.0869,1741.7789,12.3290,19.3531,0.2466,0.7377,None,None,0.3512,1.7611,-0.426161,-0.061156
CAA,CalAtlantic Group,Consumer Cyclical,Residential Construction,5011.3430,7342.2480,16.2392,13.1974,1.0366,2.7728,None,None,5.4939,7.0520,0.127797,0.052797
CAC,Camden National,Financial Services,Banks - Regional - US,458.1641,955.4251,13.0904,None,4.0367,1.7662,11.5661,None,2.7716,1.1713,0.103043,0.009128
CACB,Cascade,Financial Services,Banks - Regional - US,436.6740,311.8440,21.1790,None,4.1631,1.3169,None,None,3.7417,1.5535,0.035458,0.004135
CACI,CACI International,Technology,Information Technology Services,2398.1275,3363.1415,17.9167,10.6447,0.7061,1.5894,12.6351,7.2022,0.4884,1.3003,0.118508,0.058914
CACQ,Caesars Acquisition,Consumer Cyclical,Resorts & Casinos,991.6241,973.8241,8.0333,1.6447,0.4422,0.9410,None,None,None,None,None,None
CAI,CAI International,Industrials,Rental & Leasing Services,220.8264,1571.4644,4.4511,7.5843,0.8764,0.4651,7.6206,9.1370,2.5110,1.3184,0.201061,0.049376
CAKE,Cheesecake Factory,Consumer Cyclical,Restaurants,2327.5951,2297.9881,20.0339,9.0015,1.1062,4.0163,21.6005,9.2823,1.1913,3.6217,0.182099,0.096363
CAL,Caleres,Consumer Cyclical,Footwear & Accessories,1267.2051,1377.9001,14.5972,7.2741,0.4868,2.2296,18.3544,7.9352,0.3159,1.9406,0.08533,0.030753
CALA,Calithera Biosciences,Healthcare,Biotechnology,131.1226,49.2356,None,None,None,1.6683,None,None,None,None,None,None
CALD,Callidus Software,Technology,Software - Application,1161.1704,1065.4564,None,57.6462,6.7171,9.1537,None,None,2.9023,12.1063,-0.66217,-0.135889
CALM,Cal-Maine Foods,Consumer Defensive,Packaged Foods,2771.6493,2460.4013,5.1302,2.7673,1.1400,3.4668,13.1972,5.4986,0.8984,2.0572,0.190409,0.120627
CALX,Calix,Technology,Communication Equipment,373.4535,279.6005,None,5.0855,0.9182,1.4556,None,None,1.1415,1.6224,-0.094784,-0.070127
CAMP,CalAmp,Technology,Communication Equipment,684.2834,615.8554,19.1020,12.3877,2.3965,3.8807,None,19.6864,2.0986,5.0212,0.118719,0.077005
CARA,Cara Therapeutics,Healthcare,Biotechnology,431.3485,320.2325,None,-12.8298,108.7616,3.7883,None,None,None,None,None,None
CARB,Carbonite,Technology,Software - Infrastructure,269.8067,207.1817,None,7.8770,1.9663,59.5468,None,None,None,None,-1.00216,-0.162468
CASH,Meta Financial Group,Financial Services,Savings & Cooperative Banks,307.7446,841.4036,11.0725,None,2.0494,1.1342,12.2198,None,1.4015,1.0352,0.097527,0.008128
CASS,Cass Information Systems,Industrials,Business Services,589.0723,448.3423,20.9435,None,4.4644,2.9536,22.1585,None,4.5044,2.8547,0.136134,0.017786
CASY,Casey's General Stores,Consumer Defensive,Grocery Stores,4513.6755,5320.6155,23.4352,10.3293,0.5906,4.8228,20.7556,9.1230,0.3391,4.0213,0.201661,0.06296
CATB,Catabasis Pharmaceuticals,Healthcare,Biotechnology,111.9799,39.2709,None,None,None,1.8806,None,None,None,None,None,None
CATM,Cardtronics,Industrials,Business Services,1636.1296,2249.2336,14.0348,7.5029,1.3704,4.7165,28.4576,10.2583,1.6303,8.0165,0.323731,0.056312
CATO,Cato,Consumer Cyclical,Apparel Stores,1075.8894,815.8624,None,None,None,2.6400,13.5132,4.8788,0.8837,2.2126,0.161195,0.106081
CATY,Cathay General Banc,Financial Services,Banks - Regional - US,2791.3668,2438.0528,17.0873,None,6.7588,1.6116,15.7656,None,4.3271,1.1747,0.087278,0.011061
CAVM,Cavium,Technology,Semiconductors,3612.3056,3481.3206,106.4612,29.3782,8.7518,10.5782,None,None,7.4220,7.3962,-0.050127,-0.040689
CBB,Cincinnati Bell,Communication Services,Telecom Services,784.9018,2137.6018,112.3123,7.3218,0.6747,None,None,None,0.5874,None,-0.027052,0.007958
CBF,Capital Bank Financial,Financial Services,Banks - Regional - US,1463.6287,1951.9247,26.2275,None,5.0522,1.4312,None,None,None,None,0.044131,0.007203
CBK,Christopher & Banks,Consumer Cyclical,Apparel Stores,46.9613,12.4633,None,0.3096,0.1186,0.3484,None,None,0.4788,1.5387,-0.013992,-0.007696
CBM,Cambrex,Healthcare,Biotechnology,1595.1583,1564.9763,25.5505,12.9594,3.7313,5.5689,16.1946,7.4477,1.4420,2.4715,0.173927,0.066352
CBMG,Cellular Biomedicine,Healthcare,Biotechnology,247.4928,227.3865,None,None,None,4.3476,None,None,None,None,-0.584481,-0.701106
CBPX,Continental Building,Basic Materials,Building Materials,758.7524,1055.9934,21.7491,8.1754,1.7932,2.5447,None,None,None,None,None,None
CBR,CIBER,Technology,Information Technology Services,280.4218,292.8358,26.1481,10.1098,0.3525,0.8659,None,None,0.3238,0.8129,-0.056864,-0.036385
CBRL,Cracker Barrel Old,Consumer Cyclical,Restaurants,3336.1809,3470.7259,19.1333,9.9149,1.1336,6.1980,17.6145,8.8858,0.7806,4.6400,0.292682,0.081787
CBU,Community Bank System,Financial Services,Banks - Regional - US,1739.7588,2243.1628,18.2198,18.4319,4.6695,1.6648,15.2892,None,3.5290,1.4282,0.093707,0.011698
